,Final_matn,matn_length,chapter_no,chapter,level
2166,ايم تؤم بلل وملائكته رسل لقئ تؤم بعث اخر سلم سلم عبد تشر شيئ تقم صلة وتؤ زكة فرض تصم رمض احس احس عبد كأن تره تكن تره فإن يرك سعة سئل أعلم سئل أحدث شرط ولد رأة ربت فذك شرط حفة عرة رءس ناس فذك شرط علم عند سعة نزل غيث علم رحم صرف رجل ردا أخذ يرد فلم يرا شيئ جبريل جاء علم ناس دين,702,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2167,سأل جهد سجد سأل عبس سجد اوم قرأ ذرت دود سلم هدى بهد قده فكان دود امر نبي قدي سجد عجب عجب لقط صحف صحف حسن وقل جهد عزة عاز ملة اخر ملة قرش خلق كذب سبب طرق سمء بوب جند هزم يعن قرش حزب قرن اضة فوق رجع قطن عذب تخذ سخر احط ترب مثل وقل عبس ايد قوة عبد بصر بصر امر حب خير ذكر ربي ذكر سحا مسح عرف خيل عراقيب صفد وثق,731,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2168,دخل عبد سعد ناس شيئ يقل علم يقل علم علم عز وجل لنب قل سأل اجر تكلف أحدث دخن دعا قرش سلم أبطئ لهم اعن علي سبع كسبع وسف أخذ سنة فحص شىء اكل يتة جلد رجل يرى بين وبين سمء دخا جوع عز وجل رقب يوم تأت سمء بدخ بين غشى ناس عذب الم فدع ربن كشف عنا عذب ؤمن ذكرى جاء بين تول وقل علم مجن كاشفو عذب قلل نكم عئد كشف عذب يوم قيم كشف عاد كفر أخذ يوم بدر على يوم بطش بطش كبرى نقم,837,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2169,نبي قرأ نبر وند الك يقض علي ربك وقل قتد ثلا اخر عظة وقل غير قرن ضبط يقل قرن لفل ضبط كوب ارق خراطيم عبد فأن انف وهم لغت رجل عبد عبد قرأ عبد وقل رسل رب يقل عبد جحد عبد عبد وقل قتد كتب جمل كتب اصل كتب ضرب عنكم ذكر صفح كنتم قوم سرف شرك ولل قرآ رفع رده وئل امة لهل أهل اشد نهم بطش مضى اول عقب اول جزء عدل,608,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2170,لأن قرش سعص نبي دعا علي بسن كسن وسف أصب قحط جهد اكل عظم جعل رجل نظر سمء يرى بين وبن كهئ دخن جهد أنزل على رقب يوم تأت سمء بدخ بين غشى ناس عذب الم فأت فقل سسق مضر فإن هلك مضر انك جرء سقى فسق نزل نكم عئد فلم صبت رفه عاد حال صبت رفه أنزل عز وجل يوم بطش بطش كبرى نقم يعن يوم بدر,581,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2171,بعث حمد وقل قل سأل اجر تكلف قرش سعص لهم اعن علي سبع كسبع وسف أخذ سنة حصت شىء اكل عظم جلد احد اكل جلد يتة جعل خرج ارض كهئ دخن فأت سفي حمد قوم هلك فدع كشف عنهم فدع تعد حدث نصر قرأ رقب يوم تأت سمء بدخ بين عئد كشف عذب اخر فقد مضى دخن بطش لزم وقل احد قمر وقل اخر روم,591,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2172,يسر سفر عمر خطب يسر معه ليل سأل عمر خطب شىء فلم يجب سأل فلم يجب سأل فلم يجب عمر خطب ثكل عمر نزر رات يجب عمر فحر بعر قدم ناس وخش نزل قرآ فما نشب صرخ صرخ فقل خشت يكون نزل قرآ فجئ سلم زلت ليل سور لهي احب طلع شمس قرأ فتح فتح مبي,576,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2173,وئل سأل كنا بصف رجل الم تر يدع كتب علي سهل حنف تهم نفس لقد رأت يوم حدب يعن صلح نبي شرك نرى قتل قتل فجء عمر الس لحق وهم بطل الس قتل جنة قتل نار ففم اعط دنة دين رجع ولم حكم بين خطب ولن يضع رجع تغظ فلم صبر جاء بكر بكر الس لحق وهم بطل خطب ولن يضع نزل سور فتح,637,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2174,لعن وشم وشم تنمص تفلج حسن غير خلق بلغ مرأ بني اسد يقل عقب فجء فقل بلغ انك لعن وكت الع لعن كتب فقل قرأ لوح فما وجد تقل كنت قرأ وجد قرأ اتا رسل خذو نها فنت فإن نهى فإن اهل علو ذهب نظر ذهب نظر فلم تر حجت شيئ جمع,542,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2175,اتى رجل اصب جهد أرسل نسه فلم يجد عند شيئ رجل يضف ليل رحم فقم رجل صار ذهب اهل مرأ ضيف دخر شيئ ولل عند قوت صبة ارد صبة عشء فنم على أطفئ سرج نطو بطن ليل فعل رجل عجب عز وجل ضحك وفل أنزل عز وجل ؤثر نفس خصص,595,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2176,محن هجر اله ؤمن بهذ اية بقل نبي جءك ؤمن بيع قول غفر رحم عرة عئش اقر بهذا شرط ؤمن بيع كلا ولل مست يده يد مرأ باع بيع بقل بيع,371,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2177,شهد صلة يوم فطر وأب بكر عمر عثم فكل يصل خطب خطب نزل نبي فكأ نظر اله جلس رجل بيد يشق اتى نسء بلل نبي جءك ؤمن بيع يشر بلل شيئ سرق يزن قلن ولد يأت ببه فري ايد أرجل فرغ اية كله فرغ وقل مرأ وحد يجب غير يدر حسن صدق بسط بلل ثوب جعل يلق فتخ خواتيم ثوب بلل,590,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2178,كنت غزة سمع عبد ابى نفق نفض حول رجع عند خرج اعز اذل ذكر لعم ذكر نبي فدع حدث أرسل عبد ابى أصحاب حلف قال كذب صدق أصب يصب ثله جلس بيت عمي ارد كذب ومق أنزل على جءك نفق بعث نبي قرأ صدق زيد,557,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2179,كنت عمي سمع عبد ابى سلل نفق نفض وقل رجع دين خرج اعز اذل ذكر لعم ذكر عمي رسل أرسل عبد ابى أصحاب حلف قال صدق كذب أصب يصب ثله جلس بيت أنزل عز وجل جءك نفق قول يقل نفق قول خرج اعز اذل أرسل قرأ صدق,598,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2180,خرج نبي سفر اصب ناس شدة عبد ابى أصحاب نفق نفض حول وقل رجع دين خرج اعز اذل فأت نبي أخبر أرسل عبد ابى سأل جهد يمن فعل قال كذب زيد وقع نفس قال شدة نزل عز وجل صدق جءك نفق فدع نبي غفر فلو رءس وقل خشب سند كان رجل جمل شىء,526,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2181,عبد ابى سلل نفق نفض ولئ رجع دين خرج اعز اذل ذكر لعم ذكر عمي نبي فدع حدث أرسل عبد ابى أصحاب حلف قال كذب نبي صدق أصب غم يصب ثله جلس بيت وقل عمي ارد كذب نبي ومق أنزل على جءك نفق قال شهد انك رسل أرسل نبي قرأ وقل صدق,538,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2182,كنا غزة سفي مرة جيش كسع رجل هجر رجل صار صار صار وقل هجر هجر سمع بال دعى جهل قال كسع رجل هجر رجل صار دعو فإن نتن سمع بذل عبد ابى علو ولل رجع دين خرج اعز اذل بلغ نبي فقم عمر دعن ضرب عنق نفق نبي دعه حدث ناس حمد قتل صحب وكانت صار هجر قدم دين هجر كثر سفي حفظ عمرو عمرو جبر كنا نبي,713,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2183,كنا غزة كسع رجل هجر رجل صار صار صار وقل هجر هجر سمع رسل فقل كسع رجل هجر رجل صار صار صار وقل هجر ياللمهاجر نبي دعو فإن نتن جبر وكانت صار قدم نبي كثر هجر عبد ابى وقد فعل ولل رجع دين خرج اعز اذل عمر خطب دعن ضرب عنق نفق نبي دعه حدث ناس حمد قتل صحب,652,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2184,كنت حلق عبد رحم ابي يلى صحب عظمو ذكر اخر اجل حدث حدث سبع حرث عبد عتب ضمز صحب حمد ففط فقل جرء كذب عبد عتب نحي كوف ستح وقل عمه يقل فلق عطة الك عمر سأل ذهب حدث حدث سبع فقل عبد شيئ كنا عبد جعل عليها غلظ جعل عليها رخص نزل سور نسء قصرى طولى وأل حمل اجل يضع حمل,525,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2185,سأل سلم عبد رحم نزل قرآ دثر يقل قرأ بسم ربك خلق سلم سأل جبر عبد وقل جبر حدث جور حرء فلم قضت جري هبط فند نظر يمي فلم ار شيئ نظر شمل فلم ار شيئ نظر ممي فلم ار شيئ نظر خلف فلم ار شيئ رفع رأس فرأ شيئ فأت خدج فقل دثرو وصب ماء برد دثرو وصب ماء برد نزل دثر قم أنذر ورب كبر,575,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2186,كنا جنز بقع غرقد فأت قعد قعد حول ومع خصر نكس جعل ينك خصر نكم نفس كتب كان جنة نار وإل كتب شقة سعد رجل افل تكل كتب ندع عمل منا اهل سعد يصر اهل سعد منا اهل شقء يصر عمل اهل شقو اهل سعد يسر عمل اهل سعد وأم اهل شقو يسر عمل اهل شقء قرأ فأم تقى صدق حسنى اية,540,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2187,خيل ثلث رجل اجر رجل ستر على رجل وزر فأم اجر رجل ربط سبل أطل مرج روض فما صبت طيل مرج روض حسن انه قطع طيل فست شرف شرف اثر أرواث حسن انه مرت نهر شرب ولم يرد يسق حسن فهى لذلك رجل اجر رجل ربط تغن عفف ولم ينس حق رقب ظهر فهى ستر رجل ربط فخر رئء نوء فهى وزر سئل حمر نزل اية فذة جمع عمل ثقل ذرة خير يره عمل ثقل ذرة شرا يره,618,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2188,عمر دخل شيخ بدر فكأ بعض نفس دخل عنا ولن بنء ثله عمر علم فدع يوم أدخل عهم فما رئت دعا مئذ لير تقل قول على جاء نصر فتح بعض امر حمد ونستغفره نصر فتح علي وسك بعض فلم يقل شيئ كذك تقل عبس فقل فما تقل علم جاء نصر فتح وذل علم اجل سبح حمد ربك واستغفره وبا عمر تقل,567,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,صعب
2189,ليت نزل وحى فلم نبي جعر وعل ثوب اظل ومع ناس صحب جءه رجل تضمخ بطب ترى رجل حرم جبة ضمخ بطب نظر نبي سعة فجء وحى أشر عمر على تعل فجء على أدخل رأس حمر وجه يغط سعة سري سأل عمر لمس رجل فجء نبي طيب غسل رات وأم جبة نزع صنع عمر صنع حجك,570,66,Virtues of the Qur'an - كتاب فضائل القرآن,صعب
2190,مرأ جءت فقل جئت أهب نفس نظر الي صعد نظر الي وصب طأطأ رأس فلم رأت رأة يقض شيئ جلس فقم رجل صحب يكن حجة فزج عند شىء ولل ذهب اهل نظر تجد شيئ ذهب ولل وجد شيئ نظر خات حدد ذهب ولل خات حدد زري سهل ردء فله نصف صنع إزر لبس يكن عليها شىء لبس يكن شىء جلس رجل طال جلس فرآ مول أمر فدع فلم جاء معك قرآ معي سور وسر وسر عده قرؤ ظهر قلب ذهب فقد لكت معك قرآ,957,66,Virtues of the Qur'an - كتاب فضائل القرآن,صعب
